Names,Price,Reviews,Link
Cosmus Darwin 29 litres Office Backpack - Sleek Everyday use Backpack - Black,"₹1,998
₹3,299 (39% off)",60,https://www.amazon.in/Business-Casual-Resistant-Laptop-Backpack/dp/B0862V2GKH/ref=sr_1_112?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-112
"uppercase Laptop Backpack 1600EBP Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls , 750 Days warranty","₹2,999
₹5,999 (50% off)","5,988",https://www.amazon.in/Lavie-Malgana-Womens-Tote-Black/dp/B07PKHC72N/ref=sr_1_113?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-113
AUXTER Red Polyester Avenger Captain America Shield school Bag casual Backpack Daypack,"₹1,049
₹1,999 (48% off)",779,https://www.amazon.in/HP-Lightweight-100-Black-Backpack/dp/B08CY1YXCK/ref=sr_1_114?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-114
TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007-PARENT,"₹837
₹1,690 (50% off)",161,https://www.amazon.in/Protecta-Professional-15-6-inch-Briefcase-Geometric/dp/B07GNCRCP4/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sprefix=ba%2Caps%2C283&sr=8-115
Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,"₹999
₹2,339 (57% off)","6,050",https://www.amazon.in/PALAY%C2%AE-Crossbody-Mobile-Leather-Shoulder/dp/B09GYGRB56/ref=sr_1_116_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-116
Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print),"₹999
₹1,999 (50% off)","4,829",https://www.amazon.in/PALAY%C2%AE-Crossbody-Mobile-Leather-Shoulder/dp/B09GYGRB56/ref=sr_1_116_mod_new?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-116
wooum Water Resisitance Sling Cross Body Bag/One Side Bag/Shoulder Bag/Office Business Messenger Bag/Money Bag for Men and Women - Blue,"₹1,013
94
₹2,490 (59% off)",516,https://www.amazon.in/PALAY%C2%AE-Crossbody-Mobile-Leather-Shoulder/dp/B09GYGRB56/ref=sr_1_116_mod_new?crid=2M096C61O4MLT&keywords=bags&qid=1675428932&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-116
ASTRID Women's Round Sling Bag with Pompoms (Brown),"₹899-
₹1,999","1,382",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODA3ODAzMzEyMTk4MDA1OjE2NzU0Mjg5MzI6c3BfYnRmOjIwMDkwNjQ0Nzk5NTA2OjowOjo&url=%2FCosmus-Casual-Backpack-Charger-College%2Fdp%2FB09HX54TGF%2Fref%3Dsr_1_117_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428932%26sprefix%3Dba%252Caps%252C283%26sr%3D8-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Trajectory Sigma Brown Elegant Vegan Leather Crossbody Messenger Office Bag for upto 15.6 Inch Laptop , MacBook , Notebook with Multiple Compartment Shoulder & Handbag for Men & Women with 2 Years Warranty","₹699
₹1,299 (46% off)","1,041",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODA3ODAzMzEyMTk4MDA1OjE2NzU0Mjg5MzI6c3BfYnRmOjIwMTA3NjExNDg2OTk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Notebook-Airforce%2Fdp%2FB07MCRHSVP%2Fref%3Dsr_1_118_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428932%26sprefix%3Dba%252Caps%252C283%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Dein Kleider Nylon Sling Cross Body Utility Travel Office Business Messenger one Side Shoulder Bag for Men and Women,"₹784
₹1,223 (36% off)","1,348",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzYxNDQ5MDE4OTYzNzkxOjE2NzU0Mjg5MzY6c3BfYXRmX25leHQ6MjAwMjExOTkwMTA4MDY6OjA6Og&url=%2FCOSMUS-Polyester-Black-Laptop-Backpack%2Fdp%2FB01FU4B9JG%2Fref%3Dsr_1_113_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428936%26sprefix%3Dba%252Caps%252C283%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
COSMUS Agility Convertible Backpack Messenger Bag Shoulder bag Laptop Case Handbag Business Briefcase Multi-functional Travel Bag Fits 15.6 Inch Laptop,"₹799
₹1,223 (35% off)","6,538",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzYxNDQ5MDE4OTYzNzkxOjE2NzU0Mjg5MzY6c3BfYXRmX25leHQ6MjAwOTc2MTIyMzA3OTg6OjA6Og&url=%2Fuppercase-Backpack-1600EBP1-resistant-sustainable%2Fdp%2FB0B68ZS5G1%2Fref%3Dsr_1_114_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428936%26sprefix%3Dba%252Caps%252C283%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Stark Lightweight Laptop Bags Backpacks for Boys Girls Stylish Men and Women Casual 15.6 inch 32 L Travel Laptop Bag College Office School,"₹1,181
₹2,669 (56% off)","12,806",https://www.amazon.in/Polyester-Avengers-Captain-America-Backpack/dp/B01M7R5KMW/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-115
Gear Clubsport 25 Ltrs Faux-Leather Water Resistant Travel Duffle Bag/Gym Bag for Men/Women - Black Red,"₹841
₹2,064 (59% off)","9,844",https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-116
"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Black)","₹799-
₹900",154,https://www.amazon.in/Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_117?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-117
NORTH ZONE 30 ltrs ( Cms) backpack(INVALID DATA_grey),"₹1,159
₹2,599 (55% off)","3,276",https://www.amazon.in/Protecta-Professional-15-6-inch-Briefcase-Geometric/dp/B07GNCRCP4/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-118
"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap","₹950
₹1,500 (37% off)","6,738",https://www.amazon.in/Wooum-Resisitance-Shoulder-Business-Messenger/dp/B0993Q72WD/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-119
Baggit Women's PEPSI Sling Bag,"₹529
₹1,250 (58% off)",903,https://www.amazon.in/ASTRID-Womens-Round-Sling-Pompoms/dp/B08VS8JBNK/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-120
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls","₹2,380","2,428",https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-121
"Storite PU Leather 14 inch Laptop Messenger Organizer Bag/Shoulder Sling Office Bag for Men & Women – (37x 27x7 cm,Light Brown)","₹1,299
₹2,789 (53% off)","1,382",https://www.amazon.in/Kleider-Utility-Business-Messenger-Shoulder/dp/B09RQNP9KT/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-122
"SIDRUM D2 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Grey)","₹1,199",575,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzYxNDQ5MDE4OTYzNzkxOjE2NzU0Mjg5MzY6c3BfbXRmOjIwMDIyMjk4MTY2MTA2OjowOjo&url=%2FConvertible-Backpack-Messenger-Briefcase-Multi-Functional%2Fdp%2FB07D1QHR6H%2Fref%3Dsr_1_123_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428936%26sprefix%3Dba%252Caps%252C283%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Navy College Bag,"₹699
₹1,299 (46% off)",295,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzYxNDQ5MDE4OTYzNzkxOjE2NzU0Mjg5MzY6c3BfbXRmOjIwMDc2ODk4OTE3NTk4OjowOjo&url=%2FSTRABO-Womens-Lightweight-Casual-Backpack%2Fdp%2FB0B7FK5B9X%2Fref%3Dsr_1_124_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428936%26sprefix%3Dba%252Caps%252C283%26sr%3D8-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.","₹328
₹999 (67% off)",338,https://www.amazon.in/Gear-Clubsport-Faux-Leather-Black-Red-DUFCLBSRT0109/dp/B097KCLVCP/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-125
MOKOBARA The Transit Backpack Laptop Bag for Men and Women,"₹499
₹999 (50% off)",431,https://www.amazon.in/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-126
URBAN TRIBE Rumble Laptop Backpack For Men & Women,"₹1,399
₹2,500 (44% off)",890,https://www.amazon.in/NORTH-ZONE-backpack-INVALID-DATA_grey/dp/B0BH8S9QGH/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-127
"TRUE HUMAN® Anti-Theft and USB charging port backpack with combination Number lock Laptop bag,office bag for men and women","₹349
₹1,199 (71% off)",26,https://www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_128?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-128
Gear Superior 16LWater Resistant School Bag//Backpack/College Bag for Men/Women - Black,"₹1,862
₹4,199 (56% off)",222,https://www.amazon.in/Baggit-Womens-Hobo-Handbag-Green/dp/B097C2T2DS/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-129
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan,"₹1,286
₹1,499 (14% off)","1,215",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-130
"Bennett Laptop Bag for Menं & Women 15.6 inch, 35 L Water Resistant Bag Laptop Apple / Dell / Lenovo / Asus / Hp / Samsung / Mi / MacBook / Ultrabook / Thinkpad / Ideapad / Surfacepro (Blue)","₹699
₹2,399 (71% off)",33,https://www.amazon.in/Storite-Leather-Laptop-Bag-inch/dp/B081GQJLD2/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-131
TULMAN Canvas Travel Sling Bag Cross Body One side Shoulder College Bag for Men & Women - 30 x 13 x 26 CM - Olive Green,"₹449
₹999 (55% off)",696,https://www.amazon.in/SIDRUM-D2-Adjustable-Compatible-Mirrorless/dp/B09KH6CN1M/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1675428936&sprefix=ba%2Caps%2C283&sr=8-132
TRUE HUMAN 32 Ltrs laptop backpack ( cooper blue ),"₹599
₹1,599 (63% off)","1,926",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzYxNDQ5MDE4OTYzNzkxOjE2NzU0Mjg5MzY6c3BfYnRmOjIwMDQxNjk1Njc2NDA2OjowOjo&url=%2FCosmus-Casual-Backpack-Charger-College%2Fdp%2FB08D7D2ZFX%2Fref%3Dsr_1_133_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428936%26sprefix%3Dba%252Caps%252C283%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Gear ECO1 24L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women- Grey-Black-Yellow,"₹1,337-
₹3,029","2,694",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzYxNDQ5MDE4OTYzNzkxOjE2NzU0Mjg5MzY6c3BfYnRmOjIwMTExODI1MjI3Mzk4OjowOjo&url=%2FGenie-Glitter-Backpack-Women-compartments%2Fdp%2FB097JHQH13%2Fref%3Dsr_1_134_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428936%26sprefix%3Dba%252Caps%252C283%26sr%3D8-134-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Tabelito® Casual 15.6 Inch (39.6 cm) Water Repellent Laptop Backpack Office College School Business Travel Bag Suitable for Men Women Boys & Girls Capacity 25 Litre (Grey),"₹812
₹1,599 (49% off)","1,533",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjkzMjA3NTEyODM1MTYzOjE2NzU0Mjg5NDI6c3BfYXRmX25leHQ6MjAxMTUxMDQ5MDc4OTg6OjA6Og&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_129_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428942%26sprefix%3Dba%252Caps%252C283%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Stark Lightweight Laptop Bags Backpacks for Boys Girls Stylish Men and Women Casual 15.6 inch 32 L Travel Laptop Bag College Office School,"₹689
₹2,000 (66% off)",159,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjkzMjA3NTEyODM1MTYzOjE2NzU0Mjg5NDI6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjQxOTg6OjA6Og&url=%2FUrban-Tribe-Rumble-Laptop-Backpack%2Fdp%2FB09XDW5LWD%2Fref%3Dsr_1_130_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428942%26sprefix%3Dba%252Caps%252C283%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
NewYouth 35 ltrs(45 Cms) BACKPACK Travel Backpack Korean Casual Backpack Daypack Laptop Bag College Bag School Bag,"₹999
₹3,999 (75% off)","1,348",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-131
"LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent","₹664
₹999 (34% off)",303,https://www.amazon.in/Gear-Superior-Casual-Backpack-BKPSPRIOR0001/dp/B08GY2ZN96/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-132
Isle Locada by Hidesign Women's SLING BAG(MARSALA/BROWN),"₹1,181
₹2,669 (56% off)",328,https://www.amazon.in/Classic-Leather-Laptop-Backpack-LBPCLSLTH1901/dp/B07G4CYC74/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-133
"AirCase Office Messenger Sling Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women","₹1,099
₹2,799 (61% off)",385,https://www.amazon.in/Bennett-15-6-inch-Repellent-Backpack-ben_cas_blue/dp/B09WZKB54G/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-134
Lify Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote - 1 Piece,"₹1,598
₹3,699 (57% off)",51,https://www.amazon.in/TULMAN-Stylish-Messenger-Shoulder-Bag/dp/B07Q74QLHT/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-135
Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,"₹5,590
₹9,999 (44% off)","1,651",https://www.amazon.in/TRUE-HUMAN-laptop-backpack-cooper/dp/B0BKTQ48D5/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-136
Mammon Women's PU Leather Handbag Combo,"₹3,287
₹3,999 (18% off)",216,https://www.amazon.in/Gear-Polyester-Laptop-Backpack-LBPECONO10412/dp/B012NW0J30/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-137
Kuber Industries Travel Toiletry Bag|Undergarments Organizer Bag|Makeup Bags|Transparent Shaving Bag for Men|Water Resistant with Zipper and Handle|Set of 2 (Cream),"₹699
₹2,100 (67% off)","2,269",https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3L4PHK/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-138
"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather","₹395
₹899 (56% off)",12,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjkzMjA3NTEyODM1MTYzOjE2NzU0Mjg5NDI6c3BfbXRmOjIwMDc2ODk4OTE3Njk4OjowOjo&url=%2FSTRABO-Womens-Lightweight-Casual-Backpack%2Fdp%2FB0B7FH936K%2Fref%3Dsr_1_139_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428942%26sprefix%3Dba%252Caps%252C283%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"uppercase Medium 21L Quilted Laptop Backpack 2500EBP2 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹999
₹1,999 (50% off)",348,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjkzMjA3NTEyODM1MTYzOjE2NzU0Mjg5NDI6c3BfbXRmOjIwMDk0MDc4NDU4NTk4OjowOjo&url=%2FNewYouth-BACKPACK-Backpack-Daypack-College%2Fdp%2FB0BLSZS153%2Fref%3Dsr_1_140_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428942%26sprefix%3Dba%252Caps%252C283%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Dark Grey College Bag,"₹1,900",366,https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZZ57FT/ref=sr_1_141?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-141
"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","₹512
₹1,799 (72% off)",99,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07TDTPRJ9/ref=sr_1_142?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-142
"uppercase 22 Ltrs Large (14.6 inch) Laptop Backpack 2900EBP1 Bucket Outdoor 3x more water repellent sustainable bag with Rainproof zipper & Detachable organizer for Men, Women, Boys and Girls , 750 Days warranty","₹799
₹1,499 (47% off)","1,413",https://www.amazon.in/AirCase-C25-Messenger-Shoulder-Compartments/dp/B07X6DV3VM/ref=sr_1_143?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-143
motherly 25 ltrs (25 Cms) backpack(5860_grey),"₹625
₹1,999 (69% off)","1,499",https://www.amazon.in/Lify-Womens-Shoulder-Crossbody-Handbag/dp/B09JWMW646/ref=sr_1_144?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-144
ADISA Women's & Girls' Sling Bag,"₹799
₹1,998 (60% off)",26,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0101/dp/B07G44G1DC/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-145
Skybags Unisex Grey Jacqard 34L Laptop Bags,"₹549
₹1,799 (69% off)",1,https://www.amazon.in/Mammon-Womens-Leather-Handbag-4-teddy-pink/dp/B08N5F7P68/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-146
"AirCase Office Canvas Sling Messenger Bag fits Upto 15.6"" Laptop/ MacBook, PU Leather Handles, Detachable Shoulder Strap, Easy to Clean, for Office/ Travel, Men & Women,Grey- 6 Month Warranty","₹1,286
₹1,499 (14% off)",516,https://www.amazon.in/Kuber-Industries-Transparent-Resistant-Handle-Set/dp/B08WK5QJ5D/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-147
Hidesign Women Sling Bag (Blue),"₹989
₹1,999 (51% off)",353,https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1675428942&sprefix=ba%2Caps%2C283&sr=8-148
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,"₹308
₹449 (31% off)",572,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjkzMjA3NTEyODM1MTYzOjE2NzU0Mjg5NDI6c3BfYnRmOjIwMTAyMjI3OTI5Mzk4OjowOjo&url=%2Fuppercase-Backpack-2500EBP2-repellent-sustainable%2Fdp%2FB0BNVXG27V%2Fref%3Dsr_1_149_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428942%26sprefix%3Dba%252Caps%252C283%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Hang It Gym Bag Combo for Men ll Gym Bag with Shoe Compartment and , Black Bottle, Black Wristband, Black Gloves ll Gym kit for Men and Women ll Gym Bag & Fitness Kit & Gym Bag Combo (Black)","₹1,899
₹4,295 (56% off)","1,223",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjkzMjA3NTEyODM1MTYzOjE2NzU0Mjg5NDI6c3BfYnRmOjIwMDQxNjk1Njc2MzA2OjowOjo&url=%2FCosmus-Casual-Backpack-Charger-College%2Fdp%2FB08D7DTWLF%2Fref%3Dsr_1_150_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428942%26sprefix%3Dba%252Caps%252C283%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
ADISA Women's Quilted Cross Body Sling Bag,"₹949-
₹2,899","1,633",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Nzc0NTUzOTI0OTE2NTY6MTY3NTQyODk0NjpzcF9hdGZfbmV4dDoyMDExMDE4MTUxMDg5ODo6MDo6&url=%2FMokobara-Backpack-litre-Brown-laptop%2Fdp%2FB095PC3QPV%2Fref%3Dsr_1_145_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428946%26sprefix%3Dba%252Caps%252C283%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
MOCA 30 Litres Kaka Series Laptop Backpack with USB Charging Port,"₹320
₹399 (20% off)","6,911",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Nzc0NTUzOTI0OTE2NTY6MTY3NTQyODk0NjpzcF9hdGZfbmV4dDoyMDA5NzYxMjIzMTk5ODo6MDo6&url=%2Fuppercase-resistant-sustainable-Rainproof-Detachable%2Fdp%2FB0BC4B4VRM%2Fref%3Dsr_1_146_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675428946%26sprefix%3Dba%252Caps%252C283%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Stark Lightweight Laptop Bags Backpacks for Boys Girls Stylish Men and Women Casual 15.6 inch 32 L Travel Laptop Bag College Office School,"₹999
₹2,199 (55% off)",40,https://www.amazon.in/Motherly-Stylish-Babies-Diaper-Mothers/dp/B07DMKJJB4/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1675428946&sprefix=ba%2Caps%2C283&sr=8-147
Amazon Brand - Eden & Ivy Women's Sling Bag,"₹636
₹3,499 (82% off)",711,https://www.amazon.in/ADISA-SL5022-black-women-girls/dp/B07NPXWFXX/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1675428946&sprefix=ba%2Caps%2C283&sr=8-148
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,"₹174
₹199 (13% off)",6,https://www.amazon.in/Skybags-Unisex-Grey-Jacqard-Laptop/dp/B09ZV9SLBJ/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1675428946&sprefix=ba%2Caps%2C283&sr=8-149
